Tipo,Tiempo (ms),Modo_Cifrado
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
descifrado,0,RSA
verificacion,1,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,6,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,1,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
verificacion,0,RSA
tiempo_total,22,RSA
tiempo_total,199,RSA
tiempo_total,28,RSA
tiempo_total,92,RSA
tiempo_total,32,RSA
tiempo_total,256,RSA
tiempo_total,34,RSA
tiempo_total,151,RSA
tiempo_total,14,RSA
tiempo_total,37,RSA
tiempo_total,32,RSA
tiempo_total,307,RSA
tiempo_total,3,RSA
tiempo_total,8,RSA
tiempo_total,4,RSA
tiempo_total,9,RSA
tiempo_total,14,RSA
tiempo_total,30,RSA
tiempo_total,12,RSA
tiempo_total,31,RSA
tiempo_total,5,RSA
tiempo_total,10,RSA
tiempo_total,3,RSA
tiempo_total,7,RSA
tiempo_total,4,RSA
tiempo_total,10,RSA
tiempo_total,8,RSA
tiempo_total,17,RSA
tiempo_total,8,RSA
tiempo_total,18,RSA
tiempo_total,8,RSA
tiempo_total,17,RSA
tiempo_total,10,RSA
tiempo_total,20,RSA
tiempo_total,9,RSA
tiempo_total,20,RSA
tiempo_total,3,RSA
tiempo_total,9,RSA
tiempo_total,4,RSA
tiempo_total,10,RSA
tiempo_total,4,RSA
tiempo_total,9,RSA
tiempo_total,3,RSA
tiempo_total,8,RSA
tiempo_total,2,RSA
tiempo_total,7,RSA
tiempo_total,3,RSA
tiempo_total,7,RSA
tiempo_total,3,RSA
tiempo_total,9,RSA
tiempo_total,5,RSA
tiempo_total,13,RSA
tiempo_total,4,RSA
tiempo_total,11,RSA
tiempo_total,5,RSA
tiempo_total,11,RSA
tiempo_total,6,RSA
tiempo_total,13,RSA
tiempo_total,2,RSA
tiempo_total,7,RSA
tiempo_total,2,RSA
tiempo_total,7,RSA
tiempo_total,3,RSA
tiempo_total,6,RSA
tiempo_total,2,RSA
tiempo_total,7,RSA
tiempo_total,3,RSA
tiempo_total,7,RSA
tiempo_total,3,RSA
tiempo_total,7,RSA
tiempo_total,5,RSA
tiempo_total,11,RSA
tiempo_total,4,RSA
tiempo_total,11,RSA
tiempo_total,5,RSA
tiempo_total,11,RSA
tiempo_total,5,RSA
tiempo_total,13,RSA
tiempo_total,5,RSA
tiempo_total,12,RSA
tiempo_total,10,RSA
tiempo_total,21,RSA
tiempo_total,8,RSA
tiempo_total,20,RSA
tiempo_total,9,RSA
tiempo_total,22,RSA
tiempo_total,6,RSA
tiempo_total,14,RSA
tiempo_total,5,RSA
tiempo_total,14,RSA
tiempo_total,6,RSA
tiempo_total,15,RSA
tiempo_total,4,RSA
tiempo_total,12,RSA
tiempo_total,6,RSA
tiempo_total,13,RSA
tiempo_total,5,RSA
tiempo_total,12,RSA
tiempo_total,14,RSA
tiempo_total,26,RSA
tiempo_total,6,RSA
tiempo_total,18,RSA
tiempo_total,4,RSA
tiempo_total,12,RSA
tiempo_total,3,RSA
tiempo_total,9,RSA
tiempo_total,7,RSA
tiempo_total,17,RSA
tiempo_total,7,RSA
tiempo_total,17,RSA
tiempo_total,7,RSA
tiempo_total,16,RSA
tiempo_total,9,RSA
tiempo_total,19,RSA
tiempo_total,8,RSA
tiempo_total,16,RSA
tiempo_total,8,RSA
tiempo_total,17,RSA
tiempo_total,7,RSA
tiempo_total,16,RSA
tiempo_total,7,RSA
tiempo_total,16,RSA
tiempo_total,6,RSA
tiempo_total,15,RSA
tiempo_total,8,RSA
tiempo_total,16,RSA
tiempo_total,5,RSA
tiempo_total,11,RSA
